informant_id,CONJ,IC,STR/SL,ANSWER,cause_effect,context
18,so,non,str,no,cau,bias
18,so,non,sl,yes,cau,bias
18,and,ic1,sl,yes,,bias
18,and,ic1,str,yes,,bias
18,and,ic2,str,yes,,bias
18,and,ic2,sl,yes,,bias
18,and,non,str,yes,,bias
18,and,non,sl,yes,,bias
18,so,ic2,str,no,cau,bias
18,so,ic2,sl,yes,cau,bias
18,and,non,sl,yes,,bias
18,and,non,str,no,,bias
18,and,non,str,yes,,bias
18,and,non,sl,yes,,bias
18,so,ic2,str,yes,eff,bias
18,so,ic2,sl,no,eff,bias
18,so,ic1,sl,no,eff,bias
18,so,ic1,str,no,eff,bias
18,if,ic2,str,yes,eff,bias
18,if,ic2,sl,yes,eff,bias
18,so,ic1,sl,yes,cau,bias
18,so,ic1,str,no,cau,bias
18,if,non,str,yes,eff,bias
18,if,non,sl,yes,eff,bias
18,if,non,sl,no,eff,bias
18,if,non,str,no,eff,bias
18,and,ic1,sl,no,,bias
18,and,ic1,str,no,,bias
18,if,non,str,yes,eff,bias
18,if,non,sl,no,eff,bias
18,so,ic1,sl,no,eff,bias
18,so,ic1,str,no,eff,bias
18,so,ic2,sl,yes,eff,bias
18,so,ic2,str,no,eff,bias
18,and,ic1,sl,yes,,bias
18,and,ic1,str,no,,bias
18,so,non,str,no,cau,bias
18,so,non,sl,yes,cau,bias
18,and,ic1,sl,yes,,bias
18,and,ic1,str,no,,bias
18,and,ic2,str,no,,bias
18,and,ic2,sl,yes,,bias
18,and,non,str,no,,bias
18,and,non,sl,yes,,bias
18,so,ic2,str,no,cau,bias
18,so,ic2,sl,yes,cau,bias
18,and,non,sl,yes,,bias
18,and,non,str,no,,bias
18,and,non,str,no,,bias
18,and,non,sl,yes,,bias
18,so,ic2,str,no,eff,bias
18,so,ic2,sl,yes,eff,bias
18,so,ic1,sl,yes,eff,bias
18,so,ic1,str,no,eff,bias
18,if,ic2,str,no,eff,bias
18,if,ic2,sl,yes,eff,bias
18,so,ic1,sl,yes,cau,bias
18,so,ic1,str,no,cau,bias
18,if,non,str,no,eff,bias
18,if,non,sl,yes,eff,bias
18,if,non,sl,yes,eff,bias
18,if,non,str,no,eff,bias
18,and,ic1,sl,yes,,bias
18,and,ic1,str,no,,bias
18,if,non,str,no,eff,bias
18,if,non,sl,yes,eff,bias
18,so,ic1,sl,yes,eff,bias
18,so,ic1,str,no,eff,bias
18,so,ic2,sl,yes,eff,bias
18,so,ic2,str,no,eff,bias
20,and,ic1,sl,yes,,bias
20,and,ic1,str,no,,bias
20,so,non,str,no,cau,bias
20,so,non,sl,yes,cau,bias
20,and,ic1,sl,no,,bias
20,and,ic1,str,yes,,bias
20,and,ic2,str,no,,bias
20,and,ic2,sl,yes,,bias
20,and,non,str,no,,bias
20,and,non,sl,yes,,bias
20,so,ic2,str,yes,cau,bias
20,so,ic2,sl,no,cau,bias
20,and,non,sl,yes,,bias
20,and,non,str,no,,bias
20,and,non,str,no,,bias
20,and,non,sl,yes,,bias
20,so,ic2,str,no,eff,bias
20,so,ic2,sl,yes,eff,bias
20,so,ic1,sl,yes,eff,bias
20,so,ic1,str,no,eff,bias
20,if,ic2,str,no,eff,bias
20,if,ic2,sl,yes,eff,bias
20,so,ic1,sl,yes,cau,bias
20,so,ic1,str,no,cau,bias
20,if,non,str,no,eff,bias
20,if,non,sl,yes,eff,bias
20,if,non,sl,yes,eff,bias
20,if,non,str,no,eff,bias
20,and,ic1,sl,yes,,bias
20,and,ic1,str,no,,bias
20,if,non,str,no,eff,bias
20,if,non,sl,yes,eff,bias
20,so,ic1,sl,yes,eff,bias
20,so,ic1,str,no,eff,bias
20,so,ic2,sl,yes,eff,bias
20,so,ic2,str,no,eff,bias
20,and,ic1,sl,yes,,bias
20,and,ic1,str,no,,bias
20,so,non,str,no,cau,bias
20,so,non,sl,yes,cau,bias
20,and,ic1,sl,no,,bias
20,and,ic1,str,yes,,bias
20,and,ic2,str,no,,bias
20,and,ic2,sl,yes,,bias
20,and,non,str,no,,bias
20,and,non,sl,yes,,bias
20,so,ic2,str,no,cau,bias
20,so,ic2,sl,yes,cau,bias
20,and,non,sl,no,,bias
20,and,non,str,yes,,bias
20,and,non,str,yes,,bias
20,and,non,sl,no,,bias
20,so,ic2,str,no,eff,bias
20,so,ic2,sl,yes,eff,bias
20,so,ic1,sl,yes,eff,bias
20,so,ic1,str,yes,eff,bias
20,if,ic2,str,yes,eff,bias
20,if,ic2,sl,no,eff,bias
20,so,ic1,sl,no,cau,bias
20,so,ic1,str,yes,cau,bias
20,if,non,str,yes,eff,bias
20,if,non,sl,no,eff,bias
20,if,non,sl,yes,eff,bias
20,if,non,str,no,eff,bias
20,and,ic1,sl,no,,bias
20,and,ic1,str,yes,,bias
20,if,non,str,yes,eff,bias
20,if,non,sl,no,eff,bias
20,so,ic1,sl,no,eff,bias
20,so,ic1,str,yes,eff,bias
20,so,ic2,sl,yes,eff,bias
20,so,ic2,str,no,eff,bias
22,and,ic1,sl,yes,,bias
22,and,ic1,str,no,,bias
22,so,non,str,no,cau,bias
22,so,non,sl,yes,cau,bias
22,and,ic1,sl,yes,,bias
22,and,ic1,str,no,,bias
22,and,ic2,str,no,,bias
22,and,ic2,sl,yes,,bias
22,and,non,str,no,,bias
22,and,non,sl,yes,,bias
22,so,ic2,str,no,cau,bias
22,so,ic2,sl,yes,cau,bias
22,and,non,sl,yes,,bias
22,and,non,str,no,,bias
22,and,non,str,no,,bias
22,and,non,sl,yes,,bias
22,so,ic2,str,no,eff,bias
22,so,ic2,sl,yes,eff,bias
22,so,ic1,sl,yes,eff,bias
22,so,ic1,str,no,eff,bias
22,if,ic2,str,no,eff,bias
22,if,ic2,sl,yes,eff,bias
22,so,ic1,sl,yes,cau,bias
22,so,ic1,str,no,cau,bias
22,if,non,str,no,eff,bias
22,if,non,sl,yes,eff,bias
22,if,non,sl,yes,eff,bias
22,if,non,str,no,eff,bias
22,and,ic1,sl,yes,,bias
22,and,ic1,str,no,,bias
22,if,non,str,no,eff,bias
22,if,non,sl,yes,eff,bias
22,so,ic1,sl,yes,eff,bias
22,so,ic1,str,no,eff,bias
22,so,ic2,sl,yes,eff,bias
22,so,ic2,str,no,eff,bias
22,and,ic1,sl,yes,,bias
22,and,ic1,str,no,,bias
22,so,non,str,no,cau,bias
22,so,non,sl,yes,cau,bias
22,and,ic1,sl,yes,,bias
22,and,ic1,str,no,,bias
22,and,ic2,str,no,,bias
22,and,ic2,sl,yes,,bias
22,and,non,str,no,,bias
22,and,non,sl,yes,,bias
22,so,ic2,str,no,cau,bias
22,so,ic2,sl,yes,cau,bias
22,and,non,sl,yes,,bias
22,and,non,str,no,,bias
22,and,non,str,yes,,bias
22,and,non,sl,no,,bias
22,so,ic2,str,no,eff,bias
22,so,ic2,sl,yes,eff,bias
22,so,ic1,sl,yes,eff,bias
22,so,ic1,str,no,eff,bias
22,if,ic2,str,no,eff,bias
22,if,ic2,sl,yes,eff,bias
22,so,ic1,sl,yes,cau,bias
22,so,ic1,str,no,cau,bias
22,if,non,str,yes,eff,bias
22,if,non,sl,no,eff,bias
22,if,non,sl,yes,eff,bias
22,if,non,str,no,eff,bias
22,and,ic1,sl,yes,,bias
22,and,ic1,str,no,,bias
22,if,non,str,no,eff,bias
22,if,non,sl,yes,eff,bias
22,so,ic1,sl,yes,eff,bias
22,so,ic1,str,no,eff,bias
22,so,ic2,sl,yes,eff,bias
22,so,ic2,str,no,eff,bias
24,and,ic1,sl,yes,,bias
24,and,ic1,str,no,,bias
24,so,non,str,no,cau,bias
24,so,non,sl,yes,cau,bias
24,and,ic1,sl,no,,bias
24,and,ic1,str,yes,,bias
24,and,ic2,str,yes,,bias
24,and,ic2,sl,no,,bias
24,and,non,str,no,,bias
24,and,non,sl,yes,,bias
24,so,ic2,str,no,cau,bias
24,so,ic2,sl,yes,cau,bias
24,and,non,sl,no,,bias
24,and,non,str,yes,,bias
24,and,non,str,yes,,bias
24,and,non,sl,no,,bias
24,so,ic2,str,yes,eff,bias
24,so,ic2,sl,yes,eff,bias
24,so,ic1,sl,yes,eff,bias
24,so,ic1,str,no,eff,bias
24,if,ic2,str,no,eff,bias
24,if,ic2,sl,yes,eff,bias
24,so,ic1,sl,no,cau,bias
24,so,ic1,str,yes,cau,bias
24,if,non,str,yes,eff,bias
24,if,non,sl,no,eff,bias
24,if,non,sl,no,eff,bias
24,if,non,str,yes,eff,bias
24,and,ic1,sl,no,,bias
24,and,ic1,str,yes,,bias
24,if,non,str,no,eff,bias
24,if,non,sl,yes,eff,bias
24,so,ic1,sl,no,eff,bias
24,so,ic1,str,yes,eff,bias
24,so,ic2,sl,no,eff,bias
24,so,ic2,str,yes,eff,bias
24,and,ic1,sl,yes,,bias
24,and,ic1,str,no,,bias
24,so,non,str,no,cau,bias
24,so,non,sl,yes,cau,bias
24,and,ic1,sl,yes,,bias
24,and,ic1,str,yes,,bias
24,and,ic2,str,yes,,bias
24,and,ic2,sl,yes,,bias
24,and,non,str,no,,bias
24,and,non,sl,yes,,bias
24,so,ic2,str,yes,cau,bias
24,so,ic2,sl,no,cau,bias
24,and,non,sl,yes,,bias
24,and,non,str,no,,bias
24,and,non,str,yes,,bias
24,and,non,sl,yes,,bias
24,so,ic2,str,yes,eff,bias
24,so,ic2,sl,no,eff,bias
24,so,ic1,sl,yes,eff,bias
24,so,ic1,str,no,eff,bias
24,if,ic2,str,yes,eff,bias
24,if,ic2,sl,yes,eff,bias
24,so,ic1,sl,yes,cau,bias
24,so,ic1,str,no,cau,bias
24,if,non,str,no,eff,bias
24,if,non,sl,yes,eff,bias
24,if,non,sl,yes,eff,bias
24,if,non,str,no,eff,bias
24,and,ic1,sl,yes,,bias
24,and,ic1,str,no,,bias
24,if,non,str,no,eff,bias
24,if,non,sl,yes,eff,bias
24,so,ic1,sl,yes,eff,bias
24,so,ic1,str,no,eff,bias
24,so,ic2,sl,yes,eff,bias
24,so,ic2,str,no,eff,bias
26,and,ic1,sl,yes,,bias
26,and,ic1,str,no,,bias
26,so,non,str,no,cau,bias
26,so,non,sl,yes,cau,bias
26,and,ic1,sl,yes,,bias
26,and,ic1,str,no,,bias
26,and,ic2,str,yes,,bias
26,and,ic2,sl,no,,bias
26,and,non,str,no,,bias
26,and,non,sl,yes,,bias
26,so,ic2,str,yes,cau,bias
26,so,ic2,sl,no,cau,bias
26,and,non,sl,yes,,bias
26,and,non,str,no,,bias
26,and,non,str,no,,bias
26,and,non,sl,yes,,bias
26,so,ic2,str,yes,eff,bias
26,so,ic2,sl,no,eff,bias
26,so,ic1,sl,yes,eff,bias
26,so,ic1,str,no,eff,bias
26,if,ic2,str,no,eff,bias
26,if,ic2,sl,yes,eff,bias
26,so,ic1,sl,yes,cau,bias
26,so,ic1,str,no,cau,bias
26,if,non,str,no,eff,bias
26,if,non,sl,yes,eff,bias
26,if,non,sl,yes,eff,bias
26,if,non,str,no,eff,bias
26,and,ic1,sl,yes,,bias
26,and,ic1,str,no,,bias
26,if,non,str,no,eff,bias
26,if,non,sl,yes,eff,bias
26,so,ic1,sl,yes,eff,bias
26,so,ic1,str,no,eff,bias
26,so,ic2,sl,yes,eff,bias
26,so,ic2,str,no,eff,bias
26,and,ic1,sl,yes,,bias
26,and,ic1,str,no,,bias
26,so,non,str,no,cau,bias
26,so,non,sl,yes,cau,bias
26,and,ic1,sl,yes,,bias
26,and,ic1,str,no,,bias
26,and,ic2,str,no,,bias
26,and,ic2,sl,yes,,bias
26,and,non,str,no,,bias
26,and,non,sl,yes,,bias
26,so,ic2,str,no,cau,bias
26,so,ic2,sl,no,cau,bias
26,and,non,sl,yes,,bias
26,and,non,str,no,,bias
26,and,non,str,no,,bias
26,and,non,sl,yes,,bias
26,so,ic2,str,no,eff,bias
26,so,ic2,sl,no,eff,bias
26,so,ic1,sl,yes,eff,bias
26,so,ic1,str,no,eff,bias
26,if,ic2,str,no,eff,bias
26,if,ic2,sl,yes,eff,bias
26,so,ic1,sl,no,cau,bias
26,so,ic1,str,no,cau,bias
26,if,non,str,no,eff,bias
26,if,non,sl,yes,eff,bias
26,if,non,sl,yes,eff,bias
26,if,non,str,no,eff,bias
26,and,ic1,sl,yes,,bias
26,and,ic1,str,no,,bias
26,if,non,str,no,eff,bias
26,if,non,sl,yes,eff,bias
26,so,ic1,sl,no,eff,bias
26,so,ic1,str,no,eff,bias
26,so,ic2,sl,no,eff,bias
26,so,ic2,str,no,eff,bias
28,and,ic1,sl,yes,,bias
28,and,ic1,str,no,,bias
28,so,non,str,no,cau,bias
28,so,non,sl,yes,cau,bias
28,and,ic1,sl,yes,,bias
28,and,ic1,str,no,,bias
28,and,ic2,str,yes,,bias
28,and,ic2,sl,no,,bias
28,and,non,str,no,,bias
28,and,non,sl,yes,,bias
28,so,ic2,str,no,cau,bias
28,so,ic2,sl,yes,cau,bias
28,and,non,sl,yes,,bias
28,and,non,str,no,,bias
28,and,non,str,yes,,bias
28,and,non,sl,no,,bias
28,so,ic2,str,no,eff,bias
28,so,ic2,sl,yes,eff,bias
28,so,ic1,sl,no,eff,bias
28,so,ic1,str,yes,eff,bias
28,if,ic2,str,no,eff,bias
28,if,ic2,sl,yes,eff,bias
28,so,ic1,sl,yes,cau,bias
28,so,ic1,str,no,cau,bias
28,if,non,str,yes,eff,bias
28,if,non,sl,no,eff,bias
28,if,non,sl,yes,eff,bias
28,if,non,str,no,eff,bias
28,and,ic1,sl,yes,,bias
28,and,ic1,str,no,,bias
28,if,non,str,no,eff,bias
28,if,non,sl,yes,eff,bias
28,so,ic1,sl,yes,eff,bias
28,so,ic1,str,no,eff,bias
28,so,ic2,sl,yes,eff,bias
28,so,ic2,str,no,eff,bias
28,and,ic1,sl,yes,,bias
28,and,ic1,str,no,,bias
28,so,non,str,no,cau,bias
28,so,non,sl,yes,cau,bias
28,and,ic1,sl,yes,,bias
28,and,ic1,str,no,,bias
28,and,ic2,str,no,,bias
28,and,ic2,sl,yes,,bias
28,and,non,str,no,,bias
28,and,non,sl,yes,,bias
28,so,ic2,str,no,cau,bias
28,so,ic2,sl,yes,cau,bias
28,and,non,sl,yes,,bias
28,and,non,str,yes,,bias
28,and,non,str,no,,bias
28,and,non,sl,yes,,bias
28,so,ic2,str,yes,eff,bias
28,so,ic2,sl,no,eff,bias
28,so,ic1,sl,yes,eff,bias
28,so,ic1,str,no,eff,bias
28,if,ic2,str,no,eff,bias
28,if,ic2,sl,no,eff,bias
28,so,ic1,sl,yes,cau,bias
28,so,ic1,str,no,cau,bias
28,if,non,str,yes,eff,bias
28,if,non,sl,no,eff,bias
28,if,non,sl,yes,eff,bias
28,if,non,str,no,eff,bias
28,and,ic1,sl,yes,,bias
28,and,ic1,str,no,,bias
28,if,non,str,yes,eff,bias
28,if,non,sl,yes,eff,bias
28,so,ic1,sl,yes,eff,bias
28,so,ic1,str,no,eff,bias
28,so,ic2,sl,no,eff,bias
28,so,ic2,str,yes,eff,bias
30,and,ic1,sl,yes,,bias
30,and,ic1,str,no,,bias
30,so,non,str,no,cau,bias
30,so,non,sl,yes,cau,bias
30,and,ic1,sl,yes,,bias
30,and,ic1,str,no,,bias
30,and,ic2,str,no,,bias
30,and,ic2,sl,yes,,bias
30,and,non,str,no,,bias
30,and,non,sl,yes,,bias
30,so,ic2,str,no,cau,bias
30,so,ic2,sl,yes,cau,bias
30,and,non,sl,no,,bias
30,and,non,str,yes,,bias
30,and,non,str,yes,,bias
30,and,non,sl,no,,bias
30,so,ic2,str,no,eff,bias
30,so,ic2,sl,yes,eff,bias
30,so,ic1,sl,yes,eff,bias
30,so,ic1,str,no,eff,bias
30,if,ic2,str,yes,eff,bias
30,if,ic2,sl,no,eff,bias
30,so,ic1,sl,yes,cau,bias
30,so,ic1,str,no,cau,bias
30,if,non,str,yes,eff,bias
30,if,non,sl,no,eff,bias
30,if,non,sl,yes,eff,bias
30,if,non,str,no,eff,bias
30,and,ic1,sl,yes,,bias
30,and,ic1,str,no,,bias
30,if,non,str,yes,eff,bias
30,if,non,sl,no,eff,bias
30,so,ic1,sl,no,eff,bias
30,so,ic1,str,yes,eff,bias
30,so,ic2,sl,yes,eff,bias
30,so,ic2,str,no,eff,bias
30,and,ic2,sl,yes,,bias
30,and,ic2,str,yes,,bias
30,and,ic2,str,yes,,bias
30,and,ic2,sl,yes,,bias
30,if,ic2,str,yes,eff,bias
30,if,ic2,sl,no,eff,bias
30,and,ic1,sl,yes,,bias
30,and,ic1,str,no,,bias
30,so,ic2,str,yes,cau,bias
30,so,ic2,sl,no,cau,bias
30,if,ic2,sl,yes,eff,bias
30,if,ic2,str,yes,eff,bias
30,so,ic1,sl,no,cau,bias
30,so,ic1,str,yes,cau,bias
30,and,ic2,str,yes,,bias
30,and,ic2,sl,yes,,bias
30,if,non,str,no,eff,bias
30,if,non,sl,yes,eff,bias
30,if,ic1,str,no,eff,bias
30,if,ic1,sl,yes,eff,bias
30,if,ic2,sl,no,eff,bias
30,if,ic2,str,yes,eff,bias
30,if,ic1,sl,yes,eff,bias
30,if,ic1,str,no,eff,bias
30,if,ic1,str,yes,eff,bias
30,if,ic1,sl,yes,eff,bias
30,so,non,str,no,cau,bias
30,so,non,sl,yes,cau,bias
30,if,ic1,sl,yes,eff,bias
30,if,ic1,str,no,eff,bias
30,and,non,sl,yes,,bias
30,and,non,str,no,,bias
30,so,non,sl,no,eff,bias
30,so,non,str,yes,eff,bias
30,so,non,sl,yes,eff,bias
30,so,non,str,no,eff,bias
32,and,ic2,sl,yes,,bias
32,and,ic2,str,no,,bias
32,and,ic2,str,yes,,bias
32,and,ic2,sl,no,,bias
32,if,ic2,str,yes,eff,bias
32,if,ic2,sl,no,eff,bias
32,and,ic1,sl,no,,bias
32,and,ic1,str,yes,,bias
32,so,ic2,str,yes,cau,bias
32,so,ic2,sl,no,cau,bias
32,if,ic2,sl,no,eff,bias
32,if,ic2,str,yes,eff,bias
32,so,ic1,sl,no,cau,bias
32,so,ic1,str,yes,cau,bias
32,and,ic2,str,yes,,bias
32,and,ic2,sl,no,,bias
32,if,non,str,no,eff,bias
32,if,non,sl,yes,eff,bias
32,if,ic1,str,yes,eff,bias
32,if,ic1,sl,no,eff,bias
32,if,ic2,sl,no,eff,bias
32,if,ic2,str,no,eff,bias
32,if,ic1,sl,no,eff,bias
32,if,ic1,str,yes,eff,bias
32,if,ic1,str,yes,eff,bias
32,if,ic1,sl,no,eff,bias
32,so,non,str,yes,cau,bias
32,so,non,sl,no,cau,bias
32,if,ic1,sl,no,eff,bias
32,if,ic1,str,yes,eff,bias
32,and,non,sl,no,,bias
32,and,non,str,yes,,bias
32,so,non,sl,no,eff,bias
32,so,non,str,yes,eff,bias
32,so,non,sl,no,eff,bias
32,so,non,str,yes,eff,bias
32,and,ic2,sl,yes,,bias
32,and,ic2,str,no,,bias
32,and,ic2,str,no,,bias
32,and,ic2,sl,yes,,bias
32,if,ic2,str,no,eff,bias
32,if,ic2,sl,yes,eff,bias
32,and,ic1,sl,no,,bias
32,and,ic1,str,yes,,bias
32,so,ic2,str,yes,cau,bias
32,so,ic2,sl,yes,cau,bias
32,if,ic2,sl,yes,eff,bias
32,if,ic2,str,yes,eff,bias
32,so,ic1,sl,no,cau,bias
32,so,ic1,str,yes,cau,bias
32,and,ic2,str,no,,bias
32,and,ic2,sl,yes,,bias
32,if,non,str,no,eff,bias
32,if,non,sl,yes,eff,bias
32,if,ic1,str,no,eff,bias
32,if,ic1,sl,yes,eff,bias
32,if,ic2,sl,yes,eff,bias
32,if,ic2,str,no,eff,bias
32,if,ic1,sl,no,eff,bias
32,if,ic1,str,yes,eff,bias
32,if,ic1,str,no,eff,bias
32,if,ic1,sl,yes,eff,bias
32,so,non,str,yes,cau,bias
32,so,non,sl,no,cau,bias
32,if,ic1,sl,yes,eff,bias
32,if,ic1,str,no,eff,bias
32,and,non,sl,yes,,bias
32,and,non,str,no,,bias
32,so,non,sl,no,eff,bias
32,so,non,str,yes,eff,bias
32,so,non,sl,yes,eff,bias
32,so,non,str,no,eff,bias
34,and,ic2,sl,yes,,bias
34,and,ic2,str,no,,bias
34,and,ic2,str,yes,,bias
34,and,ic2,sl,no,,bias
34,if,ic2,str,no,eff,bias
34,if,ic2,sl,yes,eff,bias
34,and,ic1,sl,yes,,bias
34,and,ic1,str,no,,bias
34,so,ic2,str,no,cau,bias
34,so,ic2,sl,yes,cau,bias
34,if,ic2,sl,no,eff,bias
34,if,ic2,str,yes,eff,bias
34,so,ic1,sl,yes,cau,bias
34,so,ic1,str,no,cau,bias
34,and,ic2,str,no,,bias
34,and,ic2,sl,yes,,bias
34,if,non,str,no,eff,bias
34,if,non,sl,yes,eff,bias
34,if,ic1,str,no,eff,bias
34,if,ic1,sl,yes,eff,bias
34,if,ic2,sl,yes,eff,bias
34,if,ic2,str,no,eff,bias
34,if,ic1,sl,no,eff,bias
34,if,ic1,str,yes,eff,bias
34,if,ic1,str,no,eff,bias
34,if,ic1,sl,yes,eff,bias
34,so,non,str,no,cau,bias
34,so,non,sl,yes,cau,bias
34,if,ic1,sl,yes,eff,bias
34,if,ic1,str,no,eff,bias
34,and,non,sl,yes,,bias
34,and,non,str,no,,bias
34,so,non,sl,no,eff,bias
34,so,non,str,yes,eff,bias
34,so,non,sl,yes,eff,bias
34,so,non,str,no,eff,bias
34,and,ic2,sl,yes,,bias
34,and,ic2,str,yes,,bias
34,and,ic2,str,no,,bias
34,and,ic2,sl,no,,bias
34,if,ic2,str,no,eff,bias
34,if,ic2,sl,no,eff,bias
34,and,ic1,sl,yes,,bias
34,and,ic1,str,no,,bias
34,so,ic2,str,no,cau,bias
34,so,ic2,sl,yes,cau,bias
34,if,ic2,sl,yes,eff,bias
34,if,ic2,str,no,eff,bias
34,so,ic1,sl,yes,cau,bias
34,so,ic1,str,no,cau,bias
34,and,ic2,str,no,,bias
34,and,ic2,sl,yes,,bias
34,if,non,str,no,eff,bias
34,if,non,sl,yes,eff,bias
34,if,ic1,str,no,eff,bias
34,if,ic1,sl,no,eff,bias
34,if,ic2,sl,yes,eff,bias
34,if,ic2,str,no,eff,bias
34,if,ic1,sl,no,eff,bias
34,if,ic1,str,no,eff,bias
34,if,ic1,str,no,eff,bias
34,if,ic1,sl,no,eff,bias
34,so,non,str,no,cau,bias
34,so,non,sl,yes,cau,bias
34,if,ic1,sl,yes,eff,bias
34,if,ic1,str,no,eff,bias
34,and,non,sl,yes,,bias
34,and,non,str,no,,bias
34,so,non,sl,yes,eff,bias
34,so,non,str,yes,eff,bias
34,so,non,sl,yes,eff,bias
34,so,non,str,no,eff,bias
36,and,ic2,sl,yes,,bias
36,and,ic2,str,no,,bias
36,and,ic2,str,yes,,bias
36,and,ic2,sl,yes,,bias
36,if,ic2,str,yes,eff,bias
36,if,ic2,sl,no,eff,bias
36,and,ic1,sl,no,,bias
36,and,ic1,str,yes,,bias
36,so,ic2,str,no,cau,bias
36,so,ic2,sl,yes,cau,bias
36,if,ic2,sl,no,eff,bias
36,if,ic2,str,yes,eff,bias
36,so,ic1,sl,no,cau,bias
36,so,ic1,str,yes,cau,bias
36,and,ic2,str,yes,,bias
36,and,ic2,sl,no,,bias
36,if,non,str,no,eff,bias
36,if,non,sl,yes,eff,bias
36,if,ic1,str,yes,eff,bias
36,if,ic1,sl,no,eff,bias
36,if,ic2,sl,yes,eff,bias
36,if,ic2,str,no,eff,bias
36,if,ic1,sl,yes,eff,bias
36,if,ic1,str,no,eff,bias
36,if,ic1,str,yes,eff,bias
36,if,ic1,sl,no,eff,bias
36,so,non,str,no,cau,bias
36,so,non,sl,yes,cau,bias
36,if,ic1,sl,no,eff,bias
36,if,ic1,str,yes,eff,bias
36,and,non,sl,yes,,bias
36,and,non,str,no,,bias
36,so,non,sl,no,eff,bias
36,so,non,str,yes,eff,bias
36,so,non,sl,yes,eff,bias
36,so,non,str,no,eff,bias
36,and,ic2,sl,yes,,bias
36,and,ic2,str,no,,bias
36,and,ic2,str,yes,,bias
36,and,ic2,sl,no,,bias
36,if,ic2,str,no,eff,bias
36,if,ic2,sl,yes,eff,bias
36,and,ic1,sl,no,,bias
36,and,ic1,str,yes,,bias
36,so,ic2,str,yes,cau,bias
36,so,ic2,sl,yes,cau,bias
36,if,ic2,sl,no,eff,bias
36,if,ic2,str,yes,eff,bias
36,so,ic1,sl,no,cau,bias
36,so,ic1,str,yes,cau,bias
36,and,ic2,str,no,,bias
36,and,ic2,sl,yes,,bias
36,if,non,str,no,eff,bias
36,if,non,sl,yes,eff,bias
36,if,ic1,str,no,eff,bias
36,if,ic1,sl,yes,eff,bias
36,if,ic2,sl,yes,eff,bias
36,if,ic2,str,no,eff,bias
36,if,ic1,sl,no,eff,bias
36,if,ic1,str,yes,eff,bias
36,if,ic1,str,yes,eff,bias
36,if,ic1,sl,no,eff,bias
36,so,non,str,yes,cau,bias
36,so,non,sl,no,cau,bias
36,if,ic1,sl,no,eff,bias
36,if,ic1,str,yes,eff,bias
36,and,non,sl,yes,,bias
36,and,non,str,yes,,bias
36,so,non,sl,no,eff,bias
36,so,non,str,yes,eff,bias
36,so,non,sl,yes,eff,bias
36,so,non,str,yes,eff,bias
38,and,ic2,sl,yes,,bias
38,and,ic2,str,no,,bias
38,and,ic2,str,yes,,bias
38,and,ic2,sl,no,,bias
38,if,ic2,str,no,eff,bias
38,if,ic2,sl,yes,eff,bias
38,and,ic1,sl,no,,bias
38,and,ic1,str,no,,bias
38,so,ic2,str,no,cau,bias
38,so,ic2,sl,no,cau,bias
38,if,ic2,sl,yes,eff,bias
38,if,ic2,str,yes,eff,bias
38,so,ic1,sl,yes,cau,bias
38,so,ic1,str,no,cau,bias
38,and,ic2,str,no,,bias
38,and,ic2,sl,yes,,bias
38,if,non,str,no,eff,bias
38,if,non,sl,yes,eff,bias
38,if,ic1,str,no,eff,bias
38,if,ic1,sl,yes,eff,bias
38,if,ic2,sl,no,eff,bias
38,if,ic2,str,yes,eff,bias
38,if,ic1,sl,no,eff,bias
38,if,ic1,str,yes,eff,bias
38,if,ic1,str,no,eff,bias
38,if,ic1,sl,yes,eff,bias
38,so,non,str,yes,cau,bias
38,so,non,sl,no,cau,bias
38,if,ic1,sl,no,eff,bias
38,if,ic1,str,yes,eff,bias
38,and,non,sl,yes,,bias
38,and,non,str,no,,bias
38,so,non,sl,no,eff,bias
38,so,non,str,yes,eff,bias
38,so,non,sl,yes,eff,bias
38,so,non,str,no,eff,bias
38,and,ic2,sl,yes,,bias
38,and,ic2,str,no,,bias
38,and,ic2,str,no,,bias
38,and,ic2,sl,yes,,bias
38,if,ic2,str,no,eff,bias
38,if,ic2,sl,yes,eff,bias
38,and,ic1,sl,yes,,bias
38,and,ic1,str,no,,bias
38,so,ic2,str,no,cau,bias
38,so,ic2,sl,yes,cau,bias
38,if,ic2,sl,yes,eff,bias
38,if,ic2,str,yes,eff,bias
38,so,ic1,sl,yes,cau,bias
38,so,ic1,str,yes,cau,bias
38,and,ic2,str,no,,bias
38,and,ic2,sl,yes,,bias
38,if,non,str,no,eff,bias
38,if,non,sl,yes,eff,bias
38,if,ic1,str,no,eff,bias
38,if,ic1,sl,yes,eff,bias
38,if,ic2,sl,yes,eff,bias
38,if,ic2,str,no,eff,bias
38,if,ic1,sl,no,eff,bias
38,if,ic1,str,yes,eff,bias
38,if,ic1,str,no,eff,bias
38,if,ic1,sl,yes,eff,bias
38,so,non,str,no,cau,bias
38,so,non,sl,yes,cau,bias
38,if,ic1,sl,yes,eff,bias
38,if,ic1,str,no,eff,bias
38,and,non,sl,yes,,bias
38,and,non,str,no,,bias
38,so,non,sl,no,eff,bias
38,so,non,str,yes,eff,bias
38,so,non,sl,yes,eff,bias
38,so,non,str,no,eff,bias
40,and,ic2,sl,yes,,bias
