,informant_id,CONJ,IC,STR/SL,cause_effect,ANSWER,context
640,109,if,non,str,eff,no,no_bias
641,109,if,non,sl,eff,yes,no_bias
642,109,and,ic1,sl,,yes,no_bias
643,109,and,ic1,str,,no,no_bias
644,109,and,ic2,str,,no,no_bias
645,109,and,ic2,sl,,yes,no_bias
646,109,if,non,str,eff,no,no_bias
647,109,if,non,sl,eff,yes,no_bias
648,110,if,ic2,sl,eff,yes,no_bias
649,110,if,ic2,str,eff,yes,no_bias
650,110,so,ic1,str,eff,yes,no_bias
651,110,so,ic1,sl,eff,no,no_bias
652,110,and,non,sl,,yes,no_bias
653,110,and,non,str,,no,no_bias
654,110,and,ic1,sl,,yes,no_bias
655,110,and,ic1,str,,no,no_bias
656,110,so,ic2,str,eff,no,no_bias
657,110,so,ic2,sl,eff,yes,no_bias
658,110,and,non,sl,,yes,no_bias
659,110,and,non,str,,no,no_bias
660,110,if,ic1,str,eff,no,no_bias
661,110,if,ic1,sl,eff,yes,no_bias
662,110,and,ic1,str,,no,no_bias
663,110,and,ic1,sl,,yes,no_bias
664,110,so,non,sl,cau,no,no_bias
665,110,so,non,str,cau,yes,no_bias
666,110,if,non,sl,eff,yes,no_bias
667,110,if,non,str,eff,no,no_bias
668,110,if,non,str,eff,no,no_bias
669,110,if,non,sl,eff,yes,no_bias
670,110,and,non,sl,,yes,no_bias
671,110,and,non,str,,yes,no_bias
672,110,so,non,str,eff,no,no_bias
673,110,so,non,sl,eff,yes,no_bias
674,110,if,ic1,str,eff,yes,no_bias
675,110,if,ic1,sl,eff,yes,no_bias
676,110,so,ic2,str,cau,yes,no_bias
677,110,so,ic2,sl,cau,no,no_bias
678,110,so,ic1,str,cau,no,no_bias
679,110,so,ic1,sl,cau,yes,no_bias
680,110,if,ic1,sl,eff,yes,no_bias
681,110,if,ic1,str,eff,no,no_bias
682,110,and,non,sl,,yes,no_bias
683,110,and,non,str,,no,no_bias
684,110,so,ic2,str,eff,yes,no_bias
685,110,so,ic2,sl,eff,yes,no_bias
686,110,and,ic2,str,,no,no_bias
687,110,and,ic2,sl,,yes,no_bias
688,110,so,ic2,sl,cau,no,no_bias
689,110,so,ic2,str,cau,yes,no_bias
690,110,and,ic1,str,,no,no_bias
691,110,and,ic1,sl,,yes,no_bias
692,110,and,ic2,sl,,yes,no_bias
693,110,and,ic2,str,,yes,no_bias
694,110,if,ic2,sl,eff,no,no_bias
695,110,if,ic2,str,eff,yes,no_bias
696,110,if,ic1,str,eff,no,no_bias
697,110,if,ic1,sl,eff,yes,no_bias
698,110,so,non,sl,cau,yes,no_bias
699,110,so,non,str,cau,no,no_bias
700,110,so,non,sl,eff,yes,no_bias
701,110,so,non,str,eff,no,no_bias
702,110,so,ic1,str,cau,yes,no_bias
703,110,so,ic1,sl,cau,yes,no_bias
704,110,if,ic2,sl,eff,yes,no_bias
705,110,if,ic2,str,eff,yes,no_bias
706,110,if,ic2,sl,eff,yes,no_bias
707,110,if,ic2,str,eff,yes,no_bias
708,110,and,ic2,str,,yes,no_bias
709,110,and,ic2,sl,,yes,no_bias
710,110,so,ic1,sl,cau,no,no_bias
711,110,so,ic1,str,cau,yes,no_bias
712,110,if,non,str,eff,no,no_bias
713,110,if,non,sl,eff,yes,no_bias
714,110,and,ic1,sl,,yes,no_bias
715,110,and,ic1,str,,no,no_bias
716,110,and,ic2,str,,yes,no_bias
717,110,and,ic2,sl,,no,no_bias
718,110,if,non,str,eff,no,no_bias
719,110,if,non,sl,eff,yes,no_bias
720,111,if,ic2,sl,eff,yes,no_bias
721,111,if,ic2,str,eff,no,no_bias
722,111,so,ic1,str,eff,no,no_bias
723,111,so,ic1,sl,eff,yes,no_bias
724,111,and,non,sl,,yes,no_bias
725,111,and,non,str,,no,no_bias
726,111,and,ic1,sl,,yes,no_bias
727,111,and,ic1,str,,no,no_bias
728,111,so,ic2,str,eff,no,no_bias
729,111,so,ic2,sl,eff,yes,no_bias
730,111,and,non,sl,,yes,no_bias
731,111,and,non,str,,no,no_bias
732,111,if,ic1,str,eff,no,no_bias
733,111,if,ic1,sl,eff,yes,no_bias
734,111,and,ic1,str,,no,no_bias
735,111,and,ic1,sl,,yes,no_bias
736,111,so,non,sl,cau,yes,no_bias
737,111,so,non,str,cau,no,no_bias
738,111,if,non,sl,eff,yes,no_bias
739,111,if,non,str,eff,no,no_bias
740,111,if,non,str,eff,no,no_bias
741,111,if,non,sl,eff,yes,no_bias
742,111,and,non,sl,,yes,no_bias
743,111,and,non,str,,no,no_bias
744,111,so,non,str,eff,no,no_bias
745,111,so,non,sl,eff,yes,no_bias
746,111,if,ic1,str,eff,no,no_bias
747,111,if,ic1,sl,eff,yes,no_bias
748,111,so,ic2,str,cau,no,no_bias
749,111,so,ic2,sl,cau,yes,no_bias
750,111,so,ic1,str,cau,no,no_bias
751,111,so,ic1,sl,cau,yes,no_bias
752,111,if,ic1,sl,eff,yes,no_bias
753,111,if,ic1,str,eff,no,no_bias
754,111,and,non,sl,,yes,no_bias
755,111,and,non,str,,no,no_bias
756,111,so,ic2,str,eff,no,no_bias
757,111,so,ic2,sl,eff,yes,no_bias
758,111,and,ic2,str,,no,no_bias
759,111,and,ic2,sl,,yes,no_bias
760,111,so,ic2,sl,cau,yes,no_bias
761,111,so,ic2,str,cau,no,no_bias
762,111,and,ic1,str,,no,no_bias
763,111,and,ic1,sl,,yes,no_bias
764,111,and,ic2,sl,,yes,no_bias
765,111,and,ic2,str,,no,no_bias
766,111,if,ic2,sl,eff,yes,no_bias
767,111,if,ic2,str,eff,no,no_bias
768,111,if,ic1,str,eff,no,no_bias
769,111,if,ic1,sl,eff,yes,no_bias
770,111,so,non,sl,cau,yes,no_bias
771,111,so,non,str,cau,no,no_bias
772,111,so,non,sl,eff,yes,no_bias
773,111,so,non,str,eff,no,no_bias
774,111,so,ic1,str,cau,no,no_bias
775,111,so,ic1,sl,cau,yes,no_bias
776,111,if,ic2,sl,eff,yes,no_bias
777,111,if,ic2,str,eff,no,no_bias
778,111,if,ic2,sl,eff,yes,no_bias
779,111,if,ic2,str,eff,no,no_bias
780,111,and,ic2,str,,no,no_bias
781,111,and,ic2,sl,,yes,no_bias
782,111,so,ic1,sl,cau,yes,no_bias
783,111,so,ic1,str,cau,no,no_bias
784,111,if,non,str,eff,no,no_bias
785,111,if,non,sl,eff,yes,no_bias
786,111,and,ic1,sl,,yes,no_bias
787,111,and,ic1,str,,no,no_bias
788,111,and,ic2,str,,no,no_bias
789,111,and,ic2,sl,,yes,no_bias
790,111,if,non,str,eff,no,no_bias
791,111,if,non,sl,eff,yes,no_bias
792,112,if,ic2,sl,eff,no,no_bias
793,112,if,ic2,str,eff,yes,no_bias
794,112,so,ic1,str,eff,no,no_bias
795,112,so,ic1,sl,eff,yes,no_bias
796,112,and,non,sl,,yes,no_bias
797,112,and,non,str,,no,no_bias
798,112,and,ic1,sl,,yes,no_bias
799,112,and,ic1,str,,no,no_bias
800,112,so,ic2,str,eff,no,no_bias
801,112,so,ic2,sl,eff,yes,no_bias
802,112,and,non,sl,,yes,no_bias
803,112,and,non,str,,no,no_bias
804,112,if,ic1,str,eff,yes,no_bias
805,112,if,ic1,sl,eff,no,no_bias
806,112,and,ic1,str,,no,no_bias
807,112,and,ic1,sl,,yes,no_bias
808,112,so,non,sl,cau,yes,no_bias
809,112,so,non,str,cau,no,no_bias
810,112,if,non,sl,eff,yes,no_bias
811,112,if,non,str,eff,no,no_bias
812,112,if,non,str,eff,no,no_bias
813,112,if,non,sl,eff,yes,no_bias
814,112,and,non,sl,,no,no_bias
815,112,and,non,str,,yes,no_bias
816,112,so,non,str,eff,no,no_bias
817,112,so,non,sl,eff,yes,no_bias
818,112,if,ic1,str,eff,no,no_bias
819,112,if,ic1,sl,eff,yes,no_bias
820,112,so,ic2,str,cau,yes,no_bias
821,112,so,ic2,sl,cau,no,no_bias
822,112,so,ic1,str,cau,no,no_bias
823,112,so,ic1,sl,cau,yes,no_bias
824,112,if,ic1,sl,eff,yes,no_bias
825,112,if,ic1,str,eff,no,no_bias
826,112,and,non,sl,,yes,no_bias
827,112,and,non,str,,no,no_bias
828,112,so,ic2,str,eff,no,no_bias
829,112,so,ic2,sl,eff,yes,no_bias
830,112,and,ic2,str,,no,no_bias
831,112,and,ic2,sl,,yes,no_bias
832,112,so,ic2,sl,cau,no,no_bias
833,112,so,ic2,str,cau,yes,no_bias
834,112,and,ic1,str,,yes,no_bias
835,112,and,ic1,sl,,no,no_bias
836,112,and,ic2,sl,,yes,no_bias
837,112,and,ic2,str,,no,no_bias
838,112,if,ic2,sl,eff,yes,no_bias
839,112,if,ic2,str,eff,no,no_bias
840,112,if,ic1,str,eff,no,no_bias
841,112,if,ic1,sl,eff,yes,no_bias
842,112,so,non,sl,cau,yes,no_bias
843,112,so,non,str,cau,no,no_bias
844,112,so,non,sl,eff,yes,no_bias
845,112,so,non,str,eff,no,no_bias
846,112,so,ic1,str,cau,no,no_bias
847,112,so,ic1,sl,cau,yes,no_bias
848,112,if,ic2,sl,eff,no,no_bias
849,112,if,ic2,str,eff,yes,no_bias
850,112,if,ic2,sl,eff,yes,no_bias
851,112,if,ic2,str,eff,no,no_bias
852,112,and,ic2,str,,no,no_bias
853,112,and,ic2,sl,,yes,no_bias
854,112,so,ic1,sl,cau,yes,no_bias
855,112,so,ic1,str,cau,no,no_bias
856,112,if,non,str,eff,no,no_bias
857,112,if,non,sl,eff,yes,no_bias
858,112,and,ic1,sl,,yes,no_bias
859,112,and,ic1,str,,no,no_bias
860,112,and,ic2,str,,no,no_bias
861,112,and,ic2,sl,,yes,no_bias
862,112,if,non,str,eff,no,no_bias
863,112,if,non,sl,eff,yes,no_bias
864,113,if,ic2,sl,eff,yes,no_bias
865,113,if,ic2,str,eff,no,no_bias
866,113,so,ic1,str,eff,no,no_bias
867,113,so,ic1,sl,eff,yes,no_bias
868,113,and,non,sl,,yes,no_bias
869,113,and,non,str,,no,no_bias
870,113,and,ic1,sl,,yes,no_bias
871,113,and,ic1,str,,no,no_bias
872,113,so,ic2,str,eff,no,no_bias
873,113,so,ic2,sl,eff,yes,no_bias
874,113,and,non,sl,,yes,no_bias
875,113,and,non,str,,no,no_bias
876,113,if,ic1,str,eff,no,no_bias
877,113,if,ic1,sl,eff,yes,no_bias
878,113,and,ic1,str,,no,no_bias
879,113,and,ic1,sl,,yes,no_bias
880,113,so,non,sl,cau,yes,no_bias
881,113,so,non,str,cau,no,no_bias
882,113,if,non,sl,eff,yes,no_bias
883,113,if,non,str,eff,no,no_bias
884,113,if,non,str,eff,no,no_bias
885,113,if,non,sl,eff,yes,no_bias
886,113,and,non,sl,,yes,no_bias
887,113,and,non,str,,no,no_bias
888,113,so,non,str,eff,no,no_bias
889,113,so,non,sl,eff,yes,no_bias
890,113,if,ic1,str,eff,no,no_bias
891,113,if,ic1,sl,eff,yes,no_bias
892,113,so,ic2,str,cau,no,no_bias
893,113,so,ic2,sl,cau,yes,no_bias
894,113,so,ic1,str,cau,no,no_bias
895,113,so,ic1,sl,cau,yes,no_bias
896,113,if,ic1,sl,eff,yes,no_bias
897,113,if,ic1,str,eff,no,no_bias
898,113,and,non,sl,,yes,no_bias
899,113,and,non,str,,no,no_bias
900,113,so,ic2,str,eff,no,no_bias
901,113,so,ic2,sl,eff,yes,no_bias
902,113,and,ic2,str,,no,no_bias
903,113,and,ic2,sl,,yes,no_bias
904,113,so,ic2,sl,cau,yes,no_bias
905,113,so,ic2,str,cau,no,no_bias
906,113,and,ic1,str,,no,no_bias
907,113,and,ic1,sl,,yes,no_bias
908,113,and,ic2,sl,,yes,no_bias
909,113,and,ic2,str,,no,no_bias
910,113,if,ic2,sl,eff,yes,no_bias
911,113,if,ic2,str,eff,no,no_bias
912,113,if,ic1,str,eff,no,no_bias
913,113,if,ic1,sl,eff,yes,no_bias
914,113,so,non,sl,cau,yes,no_bias
915,113,so,non,str,cau,no,no_bias
916,113,so,non,sl,eff,yes,no_bias
917,113,so,non,str,eff,no,no_bias
918,113,so,ic1,str,cau,no,no_bias
919,113,so,ic1,sl,cau,yes,no_bias
920,113,if,ic2,sl,eff,yes,no_bias
921,113,if,ic2,str,eff,no,no_bias
922,113,if,ic2,sl,eff,yes,no_bias
923,113,if,ic2,str,eff,no,no_bias
924,113,and,ic2,str,,no,no_bias
925,113,and,ic2,sl,,yes,no_bias
926,113,so,ic1,sl,cau,yes,no_bias
927,113,so,ic1,str,cau,no,no_bias
928,113,if,non,str,eff,no,no_bias
929,113,if,non,sl,eff,yes,no_bias
930,113,and,ic1,sl,,yes,no_bias
931,113,and,ic1,str,,no,no_bias
932,113,and,ic2,str,,no,no_bias
933,113,and,ic2,sl,,yes,no_bias
934,113,if,non,str,eff,no,no_bias
935,113,if,non,sl,eff,yes,no_bias
936,114,if,ic2,sl,eff,yes,no_bias
937,114,if,ic2,str,eff,no,no_bias
938,114,so,ic1,str,eff,no,no_bias
939,114,so,ic1,sl,eff,yes,no_bias
940,114,and,non,sl,,yes,no_bias
941,114,and,non,str,,yes,no_bias
942,114,and,ic1,sl,,yes,no_bias
943,114,and,ic1,str,,no,no_bias
944,114,so,ic2,str,eff,no,no_bias
945,114,so,ic2,sl,eff,yes,no_bias
946,114,and,non,sl,,yes,no_bias
947,114,and,non,str,,no,no_bias
948,114,if,ic1,str,eff,no,no_bias
949,114,if,ic1,sl,eff,yes,no_bias
950,114,and,ic1,str,,no,no_bias
951,114,and,ic1,sl,,yes,no_bias
952,114,so,non,sl,cau,yes,no_bias
953,114,so,non,str,cau,no,no_bias
954,114,if,non,sl,eff,yes,no_bias
955,114,if,non,str,eff,no,no_bias
956,114,if,non,str,eff,no,no_bias
957,114,if,non,sl,eff,yes,no_bias
958,114,and,non,sl,,yes,no_bias
959,114,and,non,str,,yes,no_bias
960,114,so,non,str,eff,no,no_bias
961,114,so,non,sl,eff,yes,no_bias
962,114,if,ic1,str,eff,no,no_bias
963,114,if,ic1,sl,eff,yes,no_bias
964,114,so,ic2,str,cau,yes,no_bias
965,114,so,ic2,sl,cau,yes,no_bias
966,114,so,ic1,str,cau,no,no_bias
967,114,so,ic1,sl,cau,yes,no_bias
968,114,if,ic1,sl,eff,yes,no_bias
969,114,if,ic1,str,eff,no,no_bias
970,114,and,non,sl,,yes,no_bias
971,114,and,non,str,,no,no_bias
972,114,so,ic2,str,eff,yes,no_bias
973,114,so,ic2,sl,eff,yes,no_bias
974,114,and,ic2,str,,yes,no_bias
975,114,and,ic2,sl,,yes,no_bias
976,114,so,ic2,sl,cau,yes,no_bias
977,114,so,ic2,str,cau,yes,no_bias
978,114,and,ic1,str,,no,no_bias
979,114,and,ic1,sl,,yes,no_bias
980,114,and,ic2,sl,,yes,no_bias
981,114,and,ic2,str,,no,no_bias
982,114,if,ic2,sl,eff,yes,no_bias
983,114,if,ic2,str,eff,no,no_bias
984,114,if,ic1,str,eff,no,no_bias
985,114,if,ic1,sl,eff,yes,no_bias
986,114,so,non,sl,cau,yes,no_bias
987,114,so,non,str,cau,yes,no_bias
988,114,so,non,sl,eff,yes,no_bias
989,114,so,non,str,eff,no,no_bias
990,114,so,ic1,str,cau,no,no_bias
991,114,so,ic1,sl,cau,yes,no_bias
992,114,if,ic2,sl,eff,yes,no_bias
993,114,if,ic2,str,eff,yes,no_bias
994,114,if,ic2,sl,eff,no,no_bias
995,114,if,ic2,str,eff,no,no_bias
996,114,and,ic2,str,,no,no_bias
997,114,and,ic2,sl,,yes,no_bias
998,114,so,ic1,sl,cau,yes,no_bias
999,114,so,ic1,str,cau,no,no_bias
1000,114,if,non,str,eff,no,no_bias
1001,114,if,non,sl,eff,yes,no_bias
1002,114,and,ic1,sl,,yes,no_bias
1003,114,and,ic1,str,,yes,no_bias
1004,114,and,ic2,str,,yes,no_bias
1005,114,and,ic2,sl,,yes,no_bias
1006,114,if,non,str,eff,no,no_bias
1007,114,if,non,sl,eff,yes,no_bias
1008,115,if,ic2,sl,eff,yes,no_bias
1009,115,if,ic2,str,eff,no,no_bias
1010,115,so,ic1,str,eff,no,no_bias
1011,115,so,ic1,sl,eff,yes,no_bias
1012,115,and,non,sl,,yes,no_bias
1013,115,and,non,str,,no,no_bias
1014,115,and,ic1,sl,,yes,no_bias
1015,115,and,ic1,str,,no,no_bias
1016,115,so,ic2,str,eff,no,no_bias
1017,115,so,ic2,sl,eff,yes,no_bias
1018,115,and,non,sl,,yes,no_bias
1019,115,and,non,str,,no,no_bias
1020,115,if,ic1,str,eff,yes,no_bias
1021,115,if,ic1,sl,eff,yes,no_bias
1022,115,and,ic1,str,,no,no_bias
1023,115,and,ic1,sl,,yes,no_bias
1024,115,so,non,sl,cau,yes,no_bias
1025,115,so,non,str,cau,yes,no_bias
1026,115,if,non,sl,eff,yes,no_bias
1027,115,if,non,str,eff,no,no_bias
1028,115,if,non,str,eff,no,no_bias
1029,115,if,non,sl,eff,yes,no_bias
1030,115,and,non,sl,,yes,no_bias
1031,115,and,non,str,,no,no_bias
1032,115,so,non,str,eff,no,no_bias
1033,115,so,non,sl,eff,yes,no_bias
1034,115,if,ic1,str,eff,no,no_bias
1035,115,if,ic1,sl,eff,yes,no_bias
1036,115,so,ic2,str,cau,yes,no_bias
1037,115,so,ic2,sl,cau,yes,no_bias
1038,115,so,ic1,str,cau,no,no_bias
1039,115,so,ic1,sl,cau,yes,no_bias
1040,115,if,ic1,sl,eff,yes,no_bias
1041,115,if,ic1,str,eff,no,no_bias
1042,115,and,non,sl,,yes,no_bias
1043,115,and,non,str,,no,no_bias
1044,115,so,ic2,str,eff,no,no_bias
1045,115,so,ic2,sl,eff,no,no_bias
1046,115,and,ic2,str,,yes,no_bias
1047,115,and,ic2,sl,,yes,no_bias
1048,115,so,ic2,sl,cau,yes,no_bias
1049,115,so,ic2,str,cau,no,no_bias
1050,115,and,ic1,str,,no,no_bias
1051,115,and,ic1,sl,,yes,no_bias
1052,115,and,ic2,sl,,yes,no_bias
1053,115,and,ic2,str,,no,no_bias
1054,115,if,ic2,sl,eff,yes,no_bias
1055,115,if,ic2,str,eff,no,no_bias
1056,115,if,ic1,str,eff,no,no_bias
1057,115,if,ic1,sl,eff,yes,no_bias
1058,115,so,non,sl,cau,yes,no_bias
1059,115,so,non,str,cau,no,no_bias
1060,115,so,non,sl,eff,yes,no_bias
1061,115,so,non,str,eff,no,no_bias
1062,115,so,ic1,str,cau,no,no_bias
1063,115,so,ic1,sl,cau,yes,no_bias
1064,115,if,ic2,sl,eff,yes,no_bias
1065,115,if,ic2,str,eff,yes,no_bias
1066,115,if,ic2,sl,eff,yes,no_bias
1067,115,if,ic2,str,eff,no,no_bias
1068,115,and,ic2,str,,no,no_bias
1069,115,and,ic2,sl,,yes,no_bias
1070,115,so,ic1,sl,cau,yes,no_bias
1071,115,so,ic1,str,cau,no,no_bias
1072,115,if,non,str,eff,no,no_bias
1073,115,if,non,sl,eff,yes,no_bias
1074,115,and,ic1,sl,,yes,no_bias
1075,115,and,ic1,str,,no,no_bias
1076,115,and,ic2,str,,no,no_bias
1077,115,and,ic2,sl,,yes,no_bias
1078,115,if,non,str,eff,no,no_bias
1079,115,if,non,sl,eff,yes,no_bias
1080,116,if,ic2,sl,eff,no,no_bias
1081,116,if,ic2,str,eff,yes,no_bias
1082,116,so,ic1,str,eff,no,no_bias
1083,116,so,ic1,sl,eff,yes,no_bias
1084,116,and,non,sl,,yes,no_bias
1085,116,and,non,str,,no,no_bias
1086,116,and,ic1,sl,,yes,no_bias
1087,116,and,ic1,str,,no,no_bias
1088,116,so,ic2,str,eff,no,no_bias
1089,116,so,ic2,sl,eff,yes,no_bias
1090,116,and,non,sl,,no,no_bias
1091,116,and,non,str,,yes,no_bias
1092,116,if,ic1,str,eff,no,no_bias
1093,116,if,ic1,sl,eff,yes,no_bias
1094,116,and,ic1,str,,no,no_bias
1095,116,and,ic1,sl,,yes,no_bias
1096,116,so,non,sl,cau,yes,no_bias
1097,116,so,non,str,cau,no,no_bias
1098,116,if,non,sl,eff,yes,no_bias
1099,116,if,non,str,eff,no,no_bias
1100,116,if,non,str,eff,no,no_bias
1101,116,if,non,sl,eff,yes,no_bias
1102,116,and,non,sl,,yes,no_bias
1103,116,and,non,str,,no,no_bias
1104,116,so,non,str,eff,no,no_bias
1105,116,so,non,sl,eff,yes,no_bias
1106,116,if,ic1,str,eff,no,no_bias
1107,116,if,ic1,sl,eff,yes,no_bias
1108,116,so,ic2,str,cau,yes,no_bias
1109,116,so,ic2,sl,cau,no,no_bias
1110,116,so,ic1,str,cau,no,no_bias
1111,116,so,ic1,sl,cau,yes,no_bias
1112,116,if,ic1,sl,eff,yes,no_bias
1113,116,if,ic1,str,eff,no,no_bias
1114,116,and,non,sl,,yes,no_bias
1115,116,and,non,str,,no,no_bias
1116,116,so,ic2,str,eff,yes,no_bias
1117,116,so,ic2,sl,eff,no,no_bias
1118,116,and,ic2,str,,no,no_bias
1119,116,and,ic2,sl,,no,no_bias
1120,116,so,ic2,sl,cau,yes,no_bias
1121,116,so,ic2,str,cau,no,no_bias
1122,116,and,ic1,str,,no,no_bias
1123,116,and,ic1,sl,,yes,no_bias
1124,116,and,ic2,sl,,yes,no_bias
1125,116,and,ic2,str,,no,no_bias
1126,116,if,ic2,sl,eff,yes,no_bias
1127,116,if,ic2,str,eff,no,no_bias
1128,116,if,ic1,str,eff,no,no_bias
1129,116,if,ic1,sl,eff,yes,no_bias
1130,116,so,non,sl,cau,yes,no_bias
1131,116,so,non,str,cau,no,no_bias
1132,116,so,non,sl,eff,yes,no_bias
1133,116,so,non,str,eff,no,no_bias
1134,116,so,ic1,str,cau,no,no_bias
1135,116,so,ic1,sl,cau,yes,no_bias
1136,116,if,ic2,sl,eff,yes,no_bias
1137,116,if,ic2,str,eff,no,no_bias
1138,116,if,ic2,sl,eff,no,no_bias
1139,116,if,ic2,str,eff,yes,no_bias
1140,116,and,ic2,str,,no,no_bias
1141,116,and,ic2,sl,,yes,no_bias
1142,116,so,ic1,sl,cau,yes,no_bias
1143,116,so,ic1,str,cau,no,no_bias
1144,116,if,non,str,eff,no,no_bias
1145,116,if,non,sl,eff,yes,no_bias
1146,116,and,ic1,sl,,yes,no_bias
1147,116,and,ic1,str,,no,no_bias
1148,116,and,ic2,str,,no,no_bias
1149,116,and,ic2,sl,,yes,no_bias
1150,116,if,non,str,eff,no,no_bias
1151,116,if,non,sl,eff,yes,no_bias
1152,117,if,ic2,sl,eff,yes,no_bias
1153,117,if,ic2,str,eff,yes,no_bias
1154,117,so,ic1,str,eff,no,no_bias
1155,117,so,ic1,sl,eff,yes,no_bias
1156,117,and,non,sl,,yes,no_bias
1157,117,and,non,str,,no,no_bias
1158,117,and,ic1,sl,,yes,no_bias
1159,117,and,ic1,str,,no,no_bias
1160,117,so,ic2,str,eff,yes,no_bias
1161,117,so,ic2,sl,eff,yes,no_bias
1162,117,and,non,sl,,yes,no_bias
1163,117,and,non,str,,no,no_bias
1164,117,if,ic1,str,eff,yes,no_bias
1165,117,if,ic1,sl,eff,yes,no_bias
1166,117,and,ic1,str,,no,no_bias
1167,117,and,ic1,sl,,yes,no_bias
1168,117,so,non,sl,cau,yes,no_bias
1169,117,so,non,str,cau,no,no_bias
1170,117,if,non,sl,eff,yes,no_bias
1171,117,if,non,str,eff,yes,no_bias
1172,117,if,non,str,eff,yes,no_bias
1173,117,if,non,sl,eff,yes,no_bias
1174,117,and,non,sl,,yes,no_bias
1175,117,and,non,str,,yes,no_bias
1176,117,so,non,str,eff,no,no_bias
1177,117,so,non,sl,eff,yes,no_bias
1178,117,if,ic1,str,eff,no,no_bias
1179,117,if,ic1,sl,eff,yes,no_bias
1180,117,so,ic2,str,cau,yes,no_bias
1181,117,so,ic2,sl,cau,yes,no_bias
1182,117,so,ic1,str,cau,yes,no_bias
1183,117,so,ic1,sl,cau,yes,no_bias
1184,117,if,ic1,sl,eff,yes,no_bias
1185,117,if,ic1,str,eff,yes,no_bias
1186,117,and,non,sl,,yes,no_bias
1187,117,and,non,str,,yes,no_bias
1188,117,so,ic2,str,eff,yes,no_bias
1189,117,so,ic2,sl,eff,yes,no_bias
1190,117,and,ic2,str,,yes,no_bias
1191,117,and,ic2,sl,,no,no_bias
1192,117,so,ic2,sl,cau,yes,no_bias
1193,117,so,ic2,str,cau,yes,no_bias
1194,117,and,ic1,str,,yes,no_bias
1195,117,and,ic1,sl,,yes,no_bias
1196,117,and,ic2,sl,,yes,no_bias
1197,117,and,ic2,str,,no,no_bias
1198,117,if,ic2,sl,eff,yes,no_bias
1199,117,if,ic2,str,eff,no,no_bias
1200,117,if,ic1,str,eff,yes,no_bias
1201,117,if,ic1,sl,eff,yes,no_bias
1202,117,so,non,sl,cau,yes,no_bias
1203,117,so,non,str,cau,no,no_bias
1204,117,so,non,sl,eff,yes,no_bias
1205,117,so,non,str,eff,no,no_bias
1206,117,so,ic1,str,cau,no,no_bias
1207,117,so,ic1,sl,cau,yes,no_bias
1208,117,if,ic2,sl,eff,yes,no_bias
1209,117,if,ic2,str,eff,yes,no_bias
1210,117,if,ic2,sl,eff,yes,no_bias
1211,117,if,ic2,str,eff,no,no_bias
1212,117,and,ic2,str,,yes,no_bias
1213,117,and,ic2,sl,,yes,no_bias
1214,117,so,ic1,sl,cau,yes,no_bias
1215,117,so,ic1,str,cau,no,no_bias
1216,117,if,non,str,eff,no,no_bias
1217,117,if,non,sl,eff,yes,no_bias
1218,117,and,ic1,sl,,yes,no_bias
1219,117,and,ic1,str,,no,no_bias
1220,117,and,ic2,str,,yes,no_bias
1221,117,and,ic2,sl,,no,no_bias
1222,117,if,non,str,eff,yes,no_bias
1223,117,if,non,sl,eff,no,no_bias
1224,118,if,ic2,sl,eff,yes,no_bias
1225,118,if,ic2,str,eff,yes,no_bias
1226,118,so,ic1,str,eff,no,no_bias
1227,118,so,ic1,sl,eff,yes,no_bias
1228,118,and,non,sl,,yes,no_bias
1229,118,and,non,str,,no,no_bias
1230,118,and,ic1,sl,,no,no_bias
1231,118,and,ic1,str,,yes,no_bias
1232,118,so,ic2,str,eff,no,no_bias
1233,118,so,ic2,sl,eff,yes,no_bias
1234,118,and,non,sl,,yes,no_bias
1235,118,and,non,str,,no,no_bias
1236,118,if,ic1,str,eff,yes,no_bias
1237,118,if,ic1,sl,eff,no,no_bias
1238,118,and,ic1,str,,no,no_bias
1239,118,and,ic1,sl,,yes,no_bias
1240,118,so,non,sl,cau,yes,no_bias
1241,118,so,non,str,cau,no,no_bias
1242,118,if,non,sl,eff,yes,no_bias
1243,118,if,non,str,eff,no,no_bias
1244,118,if,non,str,eff,no,no_bias
1245,118,if,non,sl,eff,yes,no_bias
1246,118,and,non,sl,,yes,no_bias
1247,118,and,non,str,,no,no_bias
1248,118,so,non,str,eff,no,no_bias
1249,118,so,non,sl,eff,yes,no_bias
1250,118,if,ic1,str,eff,no,no_bias
1251,118,if,ic1,sl,eff,yes,no_bias
1252,118,so,ic2,str,cau,no,no_bias
1253,118,so,ic2,sl,cau,yes,no_bias
1254,118,so,ic1,str,cau,no,no_bias
1255,118,so,ic1,sl,cau,yes,no_bias
1256,118,if,ic1,sl,eff,yes,no_bias
1257,118,if,ic1,str,eff,no,no_bias
1258,118,and,non,sl,,yes,no_bias
1259,118,and,non,str,,yes,no_bias
1260,118,so,ic2,str,eff,no,no_bias
1261,118,so,ic2,sl,eff,yes,no_bias
1262,118,and,ic2,str,,yes,no_bias
1263,118,and,ic2,sl,,no,no_bias
1264,118,so,ic2,sl,cau,no,no_bias
1265,118,so,ic2,str,cau,yes,no_bias
1266,118,and,ic1,str,,yes,no_bias
1267,118,and,ic1,sl,,no,no_bias
1268,118,and,ic2,sl,,no,no_bias
1269,118,and,ic2,str,,yes,no_bias
